2017-07-24 8:01:14 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113011], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8124], Nr automatu: [5682]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113486], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2416], Nr automatu: [5369]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113487], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7029], Nr automatu: [5597]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113488], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7032], Nr automatu: [5600]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113490], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8075], Nr automatu: [5624]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113492], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8095], Nr automatu: [5654]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113493], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8113], Nr automatu: [5672]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113494], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8305], Nr automatu: [5512]
2017-07-24 8:01:15 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113495], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8335], Nr automatu: [5542]
2017-07-24 8:03:01 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113008], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8028], Nr automatu: [5489]
2017-07-24 8:03:01 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113505], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7032], Nr automatu: [5600]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113465], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2241], Nr automatu: [5006]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113466], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2484], Nr automatu: [5035]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113467], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2490], Nr automatu: [5041]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113468], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2529], Nr automatu: [5076]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113478], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2474], Nr automatu: [5264]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113480], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2713], Nr automatu: [5278]
2017-07-24 8:05:46 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113481], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2721], Nr automatu: [5825]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113482], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2722], Nr automatu: [5826]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113483], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3003], Nr automatu: [5284]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113485], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3017], Nr automatu: [5298]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113489], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3101], Nr automatu: [5726]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113496], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3110], Nr automatu: [5780]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113503], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4609], Nr automatu: [5127]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113507], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4611], Nr automatu: [5131]
2017-07-24 8:05:47 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113508], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4621], Nr automatu: [5750]
2017-07-24 8:06:16 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113479], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2474], Nr automatu: [5264]
2017-07-24 8:06:16 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113509], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4621], Nr automatu: [5750]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113802], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2260], Nr automatu: [5216]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113804], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2273], Nr automatu: [5146]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113805], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2333], Nr automatu: [5235]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113806], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2394], Nr automatu: [5351]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113807], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2448], Nr automatu: [5179]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113809], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2703], Nr automatu: [5268]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113810], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2725], Nr automatu: [5829]
2017-07-24 8:09:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113811], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3104], Nr automatu: [5767]
2017-07-24 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113812], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3105], Nr automatu: [5770]
2017-07-24 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113813], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3121], Nr automatu: [5801]
2017-07-24 8:09:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113815], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5405], Nr automatu: [5740]
2017-07-24 8:10:11 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113803], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2260], Nr automatu: [5216]
2017-07-24 8:23:04 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113814], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5404], Nr automatu: [5734]
2017-07-24 8:25:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113808], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2321], Nr automatu: [5308]
2017-07-24 8:37:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113491], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3101], Nr automatu: [5762]
2017-07-24 8:38:51 - [INFO] --> Logowanie użytkownika: [ktomaszewski]
2017-07-24 8:52:26 - [INFO] --> Logowanie użytkownika: [krzysztof]
2017-07-24 8:52:41 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1562/2017], ID dokumentu: [6980], Nazwa serisanta: [Krzysztof Jasiński - Serwisant], ID serwisanta: [22], Nazwa urządzenia: [Papier mobilny], ID urządzenia: [129], Ilość: [1]
2017-07-24 8:53:29 - [INFO] --> Podjęte działanie serwisowe: [Montaż w automacie], Serwisant: [Krzysztof Jasiński - Serwisant], Urządzenie: [Papier mobilny], Id urządzenia: [129], Ilość: [-1], Nr boczny pojazdu: [2487], Nr automatu: [5038]
2017-07-24 8:53:29 - [INFO] --> Pobrano nowe urządzenie z automatu, ID service_request: [113871], ID urządzenia: [129], Serwisant: [krzysztof]
2017-07-24 8:53:41 - [INFO] --> Logowanie użytkownika: [kjasinski]
2017-07-24 8:53:54 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113871], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2487], Nr automatu: [5038]
2017-07-24 8:58:28 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [113497], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3110], Nr automatu: [5780]
